ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category
62037,2,4) $350 - $500,398.1,1,1,Urban,1,Phone,Mens E-Mail,5
62038,4,4) $350 - $500,471.77,0,1,Urban,0,Multichannel,No E-Mail,5
62039,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
62040,3,"6) $750 - $1,000",789.54,1,1,Surburban,1,Phone,Womens E-Mail,5
62041,3,4) $350 - $500,458.72,1,1,Urban,0,Multichannel,Mens E-Mail,5
62042,4,1) $0 - $100,87.93,0,1,Surburban,1,Web,No E-Mail,5
62043,9,2) $100 - $200,119.0,0,1,Surburban,0,Phone,Womens E-Mail,1
62044,6,1) $0 - $100,62.4,0,1,Urban,1,Phone,Womens E-Mail,1
62045,5,"7) $1,000 +",1116.61,0,1,Urban,1,Multichannel,No E-Mail,5
62046,2,4) $350 - $500,384.04,1,0,Urban,0,Web,No E-Mail,6
62047,8,1) $0 - $100,58.47,1,0,Urban,1,Phone,Womens E-Mail,4
62048,1,3) $200 - $350,341.65,1,1,Rural,0,Phone,No E-Mail,11
62049,9,2) $100 - $200,127.95,1,0,Surburban,1,Phone,Mens E-Mail,2
62050,9,1) $0 - $100,77.43,0,1,Urban,0,Phone,No E-Mail,5
62051,12,2) $100 - $200,158.63,0,1,Urban,0,Web,No E-Mail,5
62052,1,3) $200 - $350,323.88,0,1,Surburban,1,Phone,Womens E-Mail,1
62053,5,"6) $750 - $1,000",807.18,1,0,Urban,1,Multichannel,Womens E-Mail,4
62054,5,3) $200 - $350,223.58,1,0,Urban,0,Web,Womens E-Mail,4
62055,7,5) $500 - $750,524.78,0,1,Surburban,1,Web,Mens E-Mail,3
62056,5,2) $100 - $200,176.59,1,0,Surburban,0,Phone,Mens E-Mail,2
62057,1,1) $0 - $100,91.71,0,1,Urban,1,Phone,No E-Mail,5
62058,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2
62059,3,3) $200 - $350,323.29,0,1,Urban,0,Phone,No E-Mail,5
62060,10,2) $100 - $200,179.13,0,1,Surburban,0,Web,No E-Mail,5
62061,12,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
62062,1,"6) $750 - $1,000",755.52,1,0,Urban,1,Phone,Womens E-Mail,4
62063,4,4) $350 - $500,438.69,1,1,Surburban,0,Multichannel,Womens E-Mail,5
62064,2,2) $100 - $200,184.31,1,0,Surburban,0,Phone,No E-Mail,6
62065,10,1) $0 - $100,63.88,1,0,Urban,0,Phone,No E-Mail,6
62066,8,1) $0 - $100,88.95,1,0,Surburban,1,Phone,Mens E-Mail,2
62067,6,3) $200 - $350,237.08,0,1,Urban,1,Phone,Womens E-Mail,1
62068,5,2) $100 - $200,136.11,1,0,Urban,0,Phone,Mens E-Mail,2
62069,10,2) $100 - $200,137.06,1,0,Rural,1,Phone,No E-Mail,6
62070,2,3) $200 - $350,299.66,1,0,Urban,1,Multichannel,Womens E-Mail,4
62071,3,"6) $750 - $1,000",952.45,0,1,Surburban,1,Multichannel,Womens E-Mail,1
62072,8,3) $200 - $350,251.56,1,0,Urban,0,Web,Mens E-Mail,2
62073,3,1) $0 - $100,76.83,0,1,Urban,1,Web,Womens E-Mail,1
62074,2,1) $0 - $100,31.99,0,1,Surburban,0,Web,No E-Mail,5
62075,3,4) $350 - $500,430.63,1,1,Urban,0,Multichannel,Mens E-Mail,5
62076,9,3) $200 - $350,320.85,0,1,Surburban,0,Phone,Womens E-Mail,1
62077,5,2) $100 - $200,183.92,1,0,Rural,1,Phone,Mens E-Mail,2
62078,9,2) $100 - $200,187.98,0,1,Urban,1,Web,Womens E-Mail,1
62079,3,2) $100 - $200,131.82,1,0,Rural,0,Web,Womens E-Mail,4
62080,3,3) $200 - $350,269.69,1,1,Surburban,0,Web,Mens E-Mail,5
62081,2,1) $0 - $100,75.26,0,1,Urban,1,Phone,Mens E-Mail,3
62082,10,1) $0 - $100,55.61,1,0,Surburban,1,Web,Womens E-Mail,4
62083,2,3) $200 - $350,321.26,0,1,Rural,0,Phone,Womens E-Mail,1
62084,4,4) $350 - $500,427.13,0,1,Urban,1,Multichannel,Womens E-Mail,1
62085,6,5) $500 - $750,503.48,0,1,Surburban,1,Phone,Womens E-Mail,1
62086,1,5) $500 - $750,674.02,1,1,Urban,1,Web,Mens E-Mail,5
62087,3,5) $500 - $750,597.89,1,1,Surburban,1,Multichannel,Mens E-Mail,5
62088,9,2) $100 - $200,184.15,1,0,Urban,0,Phone,Mens E-Mail,2
62089,11,2) $100 - $200,193.82,0,1,Surburban,0,Web,Womens E-Mail,1
62090,8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,5
62091,4,3) $200 - $350,210.56,1,0,Urban,1,Web,No E-Mail,6
62092,3,2) $100 - $200,129.85,1,0,Surburban,0,Phone,No E-Mail,6
62093,10,3) $200 - $350,240.49,1,1,Surburban,0,Phone,Womens E-Mail,5
62094,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3
62095,3,5) $500 - $750,640.97,1,1,Urban,1,Multichannel,Mens E-Mail,5
62096,4,1) $0 - $100,52.62,1,0,Surburban,0,Web,Womens E-Mail,4
62097,1,5) $500 - $750,711.96,0,1,Rural,1,Multichannel,No E-Mail,5
62098,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3
62099,4,5) $500 - $750,688.28,1,0,Rural,1,Multichannel,Womens E-Mail,4
62100,5,2) $100 - $200,191.75,1,0,Urban,0,Phone,No E-Mail,6
62101,12,5) $500 - $750,645.36,1,0,Urban,1,Phone,Womens E-Mail,4
62102,10,1) $0 - $100,80.42,0,1,Urban,1,Web,No E-Mail,5
62103,4,4) $350 - $500,465.89,1,1,Surburban,1,Multichannel,Womens E-Mail,5
62104,11,4) $350 - $500,365.56,1,0,Urban,1,Web,Mens E-Mail,2
62105,6,1) $0 - $100,81.77,1,0,Surburban,0,Phone,No E-Mail,6
62106,10,1) $0 - $100,94.31,1,0,Urban,0,Web,Womens E-Mail,4
62107,7,2) $100 - $200,110.19,1,0,Urban,0,Web,Womens E-Mail,4
62108,3,3) $200 - $350,215.46,1,0,Rural,0,Web,No E-Mail,6
62109,5,1) $0 - $100,52.64,1,0,Urban,0,Phone,Womens E-Mail,4
62110,5,3) $200 - $350,310.33,1,1,Surburban,0,Web,Womens E-Mail,5
62111,4,3) $200 - $350,239.07,0,1,Urban,1,Phone,Mens E-Mail,3
62112,6,1) $0 - $100,81.12,0,1,Urban,1,Phone,No E-Mail,5
62113,2,2) $100 - $200,128.51,1,0,Surburban,1,Web,Mens E-Mail,2
62114,10,2) $100 - $200,149.38,1,0,Urban,0,Phone,Mens E-Mail,2
62115,1,3) $200 - $350,273.39,1,1,Surburban,1,Multichannel,No E-Mail,11
62116,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6
62117,3,1) $0 - $100,73.82,1,0,Surburban,1,Phone,No E-Mail,6
62118,11,2) $100 - $200,181.59,1,0,Surburban,1,Phone,Womens E-Mail,4
62119,6,1) $0 - $100,36.63,0,1,Rural,0,Phone,Womens E-Mail,1
62120,5,2) $100 - $200,107.61,1,0,Surburban,0,Phone,No E-Mail,6
62121,5,1) $0 - $100,54.13,0,1,Surburban,0,Web,No E-Mail,5
62122,4,5) $500 - $750,710.92,1,1,Urban,1,Phone,Mens E-Mail,5
62123,3,3) $200 - $350,298.37,1,1,Urban,0,Multichannel,Mens E-Mail,5
62124,2,3) $200 - $350,201.68,0,1,Surburban,0,Phone,Womens E-Mail,1
62125,1,4) $350 - $500,419.87,1,1,Urban,0,Phone,Mens E-Mail,5
62126,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,4
62127,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2
62128,2,5) $500 - $750,510.05,1,0,Surburban,1,Web,Womens E-Mail,4
62129,6,1) $0 - $100,72.61,0,1,Surburban,1,Web,Mens E-Mail,3
62130,1,1) $0 - $100,79.65,1,0,Surburban,1,Phone,Womens E-Mail,4
62131,1,1) $0 - $100,55.42,1,0,Surburban,1,Web,Womens E-Mail,4
62132,9,1) $0 - $100,38.57,0,1,Surburban,1,Web,No E-Mail,5
62133,7,1) $0 - $100,61.94,0,1,Surburban,1,Web,Mens E-Mail,3
62134,5,4) $350 - $500,458.37,0,1,Surburban,0,Web,No E-Mail,5
62135,1,1) $0 - $100,42.84,1,0,Urban,0,Phone,No E-Mail,6
62136,7,3) $200 - $350,338.82,0,1,Surburban,0,Phone,Mens E-Mail,3
62137,9,2) $100 - $200,123.11,0,1,Urban,1,Web,No E-Mail,5
62138,7,4) $350 - $500,352.87,0,1,Urban,0,Multichannel,Mens E-Mail,3
62139,9,2) $100 - $200,128.5,0,1,Surburban,1,Web,No E-Mail,5
62140,3,3) $200 - $350,235.28,0,1,Surburban,1,Phone,No E-Mail,5
62141,6,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,3
62142,7,3) $200 - $350,200.46,1,0,Urban,1,Phone,Womens E-Mail,4
62143,11,1) $0 - $100,69.09,0,1,Urban,0,Web,Womens E-Mail,1
62144,10,3) $200 - $350,334.55,0,1,Rural,0,Web,Mens E-Mail,3
62145,4,2) $100 - $200,102.69,1,0,Urban,0,Web,No E-Mail,6
62146,6,1) $0 - $100,53.79,0,1,Rural,1,Phone,Womens E-Mail,1
62147,9,3) $200 - $350,260.78,1,0,Surburban,1,Web,Mens E-Mail,2
62148,6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6
62149,1,4) $350 - $500,463.97,0,1,Surburban,0,Multichannel,Womens E-Mail,1
62150,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5
62151,1,3) $200 - $350,230.99,1,0,Urban,0,Multichannel,No E-Mail,6
62152,1,4) $350 - $500,383.76,1,0,Surburban,0,Phone,Womens E-Mail,4
62153,11,2) $100 - $200,194.41,1,0,Surburban,1,Phone,Womens E-Mail,4
62154,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4
62155,11,3) $200 - $350,289.54,1,0,Surburban,0,Phone,Womens E-Mail,4
62156,2,3) $200 - $350,314.27,1,1,Rural,0,Web,Mens E-Mail,5
62157,2,4) $350 - $500,493.15,1,0,Urban,1,Multichannel,Womens E-Mail,4
62158,3,1) $0 - $100,56.0,1,0,Surburban,1,Phone,Mens E-Mail,2
62159,2,"7) $1,000 +",1196.0,0,1,Surburban,1,Phone,Womens E-Mail,1
62160,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4
62161,8,3) $200 - $350,240.37,1,0,Surburban,1,Multichannel,Mens E-Mail,2
62162,1,3) $200 - $350,273.27,1,0,Urban,1,Phone,Mens E-Mail,2
62163,10,1) $0 - $100,89.57,0,1,Surburban,1,Phone,Womens E-Mail,1
62164,8,1) $0 - $100,40.35,0,1,Urban,1,Phone,No E-Mail,5
62165,5,2) $100 - $200,113.39,0,1,Urban,1,Web,Womens E-Mail,1
62166,4,2) $100 - $200,184.63,0,1,Urban,0,Phone,Womens E-Mail,1
62167,4,3) $200 - $350,303.22,1,0,Surburban,0,Web,Womens E-Mail,4
62168,12,1) $0 - $100,54.04,0,1,Surburban,0,Web,Mens E-Mail,3
62169,2,"7) $1,000 +",1156.08,1,0,Urban,1,Multichannel,Mens E-Mail,2
62170,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
62171,9,3) $200 - $350,280.04,1,0,Urban,0,Web,Womens E-Mail,4
62172,9,3) $200 - $350,246.26,1,1,Rural,1,Phone,Womens E-Mail,5
62173,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
62174,12,1) $0 - $100,76.18,1,0,Surburban,0,Phone,Mens E-Mail,2
62175,8,2) $100 - $200,191.32,0,1,Surburban,1,Phone,No E-Mail,5
62176,1,4) $350 - $500,395.22,1,0,Surburban,0,Phone,Womens E-Mail,4
62177,1,5) $500 - $750,626.76,0,1,Rural,1,Multichannel,Womens E-Mail,1
62178,2,2) $100 - $200,142.7,1,0,Surburban,0,Phone,Womens E-Mail,4
62179,8,2) $100 - $200,101.15,0,1,Urban,1,Web,Womens E-Mail,1
62180,1,"6) $750 - $1,000",806.22,1,1,Surburban,1,Multichannel,Womens E-Mail,5
62181,1,5) $500 - $750,632.62,1,1,Urban,1,Multichannel,Mens E-Mail,5
62182,3,1) $0 - $100,49.72,1,0,Urban,1,Web,Mens E-Mail,2
62183,11,3) $200 - $350,227.98,1,0,Urban,0,Phone,Womens E-Mail,4
62184,3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1
62185,6,3) $200 - $350,226.52,1,0,Surburban,0,Phone,Mens E-Mail,2
62186,5,1) $0 - $100,35.5,1,0,Urban,0,Phone,Mens E-Mail,2
62187,9,4) $350 - $500,357.45,1,1,Rural,0,Phone,No E-Mail,11
62188,3,2) $100 - $200,178.95,1,0,Urban,0,Phone,Mens E-Mail,2
62189,5,1) $0 - $100,37.18,1,0,Surburban,1,Web,Womens E-Mail,4
62190,8,4) $350 - $500,492.15,0,1,Urban,0,Web,Womens E-Mail,1
62191,5,5) $500 - $750,655.89,1,0,Urban,1,Phone,Mens E-Mail,2
62192,10,4) $350 - $500,397.06,0,1,Urban,0,Web,Womens E-Mail,1
62193,2,3) $200 - $350,250.13,0,1,Surburban,0,Web,Mens E-Mail,3
62194,12,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5
62195,12,3) $200 - $350,252.59,0,1,Urban,0,Web,Womens E-Mail,1
62196,2,3) $200 - $350,206.5,0,1,Surburban,1,Multichannel,Womens E-Mail,1
62197,1,3) $200 - $350,219.25,0,1,Surburban,0,Phone,No E-Mail,5
62198,9,2) $100 - $200,110.99,0,1,Rural,1,Web,No E-Mail,5
62199,7,3) $200 - $350,221.85,1,0,Surburban,0,Web,Mens E-Mail,2
62200,5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,6
62201,2,4) $350 - $500,486.42,1,1,Surburban,0,Multichannel,Mens E-Mail,5
62202,3,2) $100 - $200,141.66,1,0,Urban,1,Phone,Mens E-Mail,2
62203,9,1) $0 - $100,65.3,1,0,Surburban,0,Phone,No E-Mail,6
62204,9,1) $0 - $100,75.8,0,1,Surburban,1,Phone,Mens E-Mail,3
62205,10,2) $100 - $200,110.67,0,1,Surburban,0,Web,Womens E-Mail,1
62206,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,6
62207,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,3
62208,9,2) $100 - $200,150.62,0,1,Surburban,1,Web,No E-Mail,5
62209,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4
62210,1,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1
62211,1,1) $0 - $100,87.69,1,0,Surburban,0,Web,Womens E-Mail,4
62212,12,3) $200 - $350,269.35,0,1,Surburban,0,Web,Womens E-Mail,1
62213,3,3) $200 - $350,277.39,1,0,Urban,0,Web,Womens E-Mail,4
62214,3,1) $0 - $100,43.51,1,0,Surburban,1,Phone,Mens E-Mail,2
62215,2,3) $200 - $350,286.5,1,1,Surburban,0,Web,Mens E-Mail,5
62216,9,2) $100 - $200,170.72,0,1,Urban,0,Web,No E-Mail,5
62217,4,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,4
62218,9,3) $200 - $350,214.18,1,0,Urban,0,Web,No E-Mail,6
62219,4,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2
62220,1,"6) $750 - $1,000",938.34,0,1,Surburban,1,Phone,Womens E-Mail,1
62221,10,2) $100 - $200,129.44,0,1,Urban,1,Web,Mens E-Mail,3
62222,12,1) $0 - $100,79.15,0,1,Surburban,0,Web,No E-Mail,5
62223,5,3) $200 - $350,228.23,1,0,Urban,1,Web,Womens E-Mail,4
62224,3,4) $350 - $500,412.44,1,0,Urban,0,Phone,Womens E-Mail,4
62225,4,2) $100 - $200,108.43,1,0,Urban,1,Web,No E-Mail,6
62226,7,1) $0 - $100,42.86,1,0,Surburban,0,Web,Womens E-Mail,4
62227,12,1) $0 - $100,40.41,1,0,Surburban,1,Phone,No E-Mail,6
62228,2,3) $200 - $350,225.2,0,1,Surburban,1,Web,Mens E-Mail,3
62229,1,4) $350 - $500,362.3,1,1,Urban,0,Phone,No E-Mail,11
62230,1,"6) $750 - $1,000",807.58,1,0,Rural,1,Web,No E-Mail,6
62231,3,2) $100 - $200,125.82,1,0,Urban,1,Web,Womens E-Mail,4
62232,6,2) $100 - $200,127.42,1,0,Urban,0,Web,Mens E-Mail,2
62233,1,1) $0 - $100,48.85,0,1,Surburban,0,Phone,No E-Mail,5
62234,10,2) $100 - $200,108.54,0,1,Urban,0,Web,No E-Mail,5
62235,4,1) $0 - $100,84.52,1,0,Surburban,1,Web,Womens E-Mail,4
62236,12,1) $0 - $100,77.47,0,1,Rural,0,Phone,No E-Mail,5
62237,11,2) $100 - $200,154.46,1,0,Surburban,0,Web,No E-Mail,6
62238,10,2) $100 - $200,177.75,1,0,Urban,0,Phone,Womens E-Mail,4
62239,5,3) $200 - $350,282.76,0,1,Urban,1,Multichannel,Mens E-Mail,3
62240,9,1) $0 - $100,81.95,1,0,Rural,0,Phone,Mens E-Mail,2
62241,9,2) $100 - $200,153.35,1,0,Surburban,1,Web,Womens E-Mail,4
62242,2,4) $350 - $500,411.1,0,1,Rural,0,Multichannel,Womens E-Mail,1
62243,11,1) $0 - $100,29.99,0,1,Rural,1,Web,Mens E-Mail,3
62244,6,2) $100 - $200,189.93,0,1,Surburban,1,Web,Womens E-Mail,1
62245,8,3) $200 - $350,273.93,0,1,Rural,1,Web,Womens E-Mail,1
62246,11,4) $350 - $500,409.87,0,1,Urban,0,Multichannel,Womens E-Mail,1
62247,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5
62248,5,2) $100 - $200,137.58,0,1,Surburban,0,Web,Mens E-Mail,3
62249,7,3) $200 - $350,231.77,1,0,Urban,0,Multichannel,No E-Mail,6
62250,8,2) $100 - $200,184.24,1,0,Urban,0,Phone,Mens E-Mail,2
62251,5,1) $0 - $100,64.28,1,0,Urban,0,Web,No E-Mail,6
62252,8,1) $0 - $100,89.98,0,1,Surburban,1,Web,Mens E-Mail,3
62253,11,1) $0 - $100,80.46,0,1,Surburban,0,Phone,No E-Mail,5
62254,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2
62255,12,1) $0 - $100,42.65,0,1,Urban,0,Phone,Womens E-Mail,1
62256,9,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3
62257,3,3) $200 - $350,316.38,0,1,Urban,0,Phone,Womens E-Mail,1
62258,10,1) $0 - $100,51.88,0,1,Urban,1,Phone,Womens E-Mail,1
62259,2,1) $0 - $100,60.22,1,0,Surburban,1,Web,No E-Mail,6
62260,9,1) $0 - $100,34.7,1,0,Surburban,1,Web,Mens E-Mail,2
62261,8,1) $0 - $100,34.1,1,0,Surburban,1,Phone,Womens E-Mail,4
62262,8,3) $200 - $350,249.33,0,1,Urban,1,Phone,No E-Mail,5
62263,1,2) $100 - $200,136.59,1,0,Urban,1,Web,Womens E-Mail,4
62264,1,1) $0 - $100,31.35,0,1,Rural,0,Phone,No E-Mail,5
62265,5,2) $100 - $200,194.52,1,0,Urban,1,Phone,Womens E-Mail,4
62266,1,5) $500 - $750,745.35,1,0,Surburban,1,Multichannel,Womens E-Mail,4
62267,5,4) $350 - $500,403.82,1,1,Surburban,1,Phone,No E-Mail,11
62268,5,3) $200 - $350,317.88,1,0,Surburban,0,Web,Womens E-Mail,4
62269,9,2) $100 - $200,110.72,0,1,Urban,0,Web,No E-Mail,5
62270,5,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
62271,9,2) $100 - $200,178.98,1,0,Surburban,0,Phone,No E-Mail,6
62272,8,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6
62273,6,2) $100 - $200,136.32,1,0,Urban,0,Phone,Mens E-Mail,2
62274,1,1) $0 - $100,88.81,0,1,Surburban,0,Web,Womens E-Mail,1
62275,6,2) $100 - $200,107.65,0,1,Surburban,1,Web,Womens E-Mail,1
62276,4,1) $0 - $100,58.21,1,0,Surburban,0,Web,No E-Mail,6
62277,4,3) $200 - $350,245.65,0,1,Rural,0,Web,Mens E-Mail,3
62278,5,4) $350 - $500,373.0,1,0,Surburban,1,Web,Mens E-Mail,2
62279,1,4) $350 - $500,362.93,1,0,Surburban,1,Multichannel,Womens E-Mail,4
62280,8,3) $200 - $350,308.88,1,0,Surburban,0,Multichannel,Mens E-Mail,2
62281,4,5) $500 - $750,746.79,1,1,Urban,1,Multichannel,No E-Mail,11
62282,11,2) $100 - $200,124.46,0,1,Surburban,0,Web,Mens E-Mail,3
62283,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3
62284,9,1) $0 - $100,50.22,1,0,Urban,0,Phone,No E-Mail,6
62285,12,1) $0 - $100,48.6,0,1,Urban,1,Web,Womens E-Mail,1
62286,1,4) $350 - $500,443.12,1,0,Urban,0,Phone,No E-Mail,6
62287,3,5) $500 - $750,502.1,1,1,Rural,1,Phone,No E-Mail,11
62288,3,2) $100 - $200,126.45,0,1,Surburban,1,Web,No E-Mail,5
62289,1,4) $350 - $500,362.28,0,1,Urban,0,Phone,Womens E-Mail,1
62290,11,1) $0 - $100,62.56,0,1,Urban,0,Phone,Mens E-Mail,3
62291,2,5) $500 - $750,561.13,0,1,Surburban,1,Web,No E-Mail,5
62292,12,2) $100 - $200,145.51,0,1,Surburban,0,Web,Womens E-Mail,1
62293,2,"7) $1,000 +",1280.14,1,1,Rural,1,Phone,Mens E-Mail,5
62294,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
62295,11,3) $200 - $350,323.52,1,0,Surburban,0,Web,Womens E-Mail,4
62296,7,1) $0 - $100,38.25,0,1,Urban,1,Phone,Mens E-Mail,3
62297,3,5) $500 - $750,585.93,1,0,Urban,1,Phone,Mens E-Mail,2
62298,1,4) $350 - $500,495.72,1,0,Urban,0,Phone,Mens E-Mail,2
62299,6,5) $500 - $750,625.48,1,1,Surburban,1,Web,Mens E-Mail,5
62300,3,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,6
62301,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1
62302,1,2) $100 - $200,142.0,1,0,Surburban,1,Phone,Mens E-Mail,2
62303,1,4) $350 - $500,394.94,0,1,Urban,1,Multichannel,Mens E-Mail,3
62304,12,2) $100 - $200,107.16,0,1,Urban,0,Phone,Womens E-Mail,1
62305,4,2) $100 - $200,102.71,0,1,Surburban,1,Web,No E-Mail,5
62306,3,1) $0 - $100,75.25,0,1,Urban,0,Web,Mens E-Mail,3
62307,1,1) $0 - $100,42.04,1,0,Rural,0,Phone,Womens E-Mail,4
62308,3,3) $200 - $350,257.96,1,0,Surburban,0,Web,Mens E-Mail,2
62309,5,3) $200 - $350,288.1,1,0,Surburban,0,Phone,Womens E-Mail,4
62310,1,1) $0 - $100,56.65,0,1,Surburban,1,Web,No E-Mail,5
62311,10,5) $500 - $750,517.62,0,1,Urban,1,Phone,Mens E-Mail,3
62312,11,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3
62313,4,"6) $750 - $1,000",942.83,1,1,Surburban,1,Multichannel,Womens E-Mail,5
62314,8,2) $100 - $200,194.31,1,0,Urban,0,Phone,Womens E-Mail,4
62315,1,5) $500 - $750,515.72,1,1,Urban,1,Phone,Womens E-Mail,5
62316,6,2) $100 - $200,123.16,1,0,Surburban,0,Web,Mens E-Mail,2
62317,8,1) $0 - $100,36.88,0,1,Rural,1,Phone,Mens E-Mail,3
62318,7,4) $350 - $500,390.47,1,0,Surburban,0,Web,Mens E-Mail,2
62319,1,1) $0 - $100,50.51,0,1,Surburban,1,Web,No E-Mail,5
62320,10,3) $200 - $350,256.89,1,0,Surburban,0,Web,No E-Mail,6
62321,1,3) $200 - $350,283.76,1,1,Rural,1,Web,Womens E-Mail,5
62322,10,2) $100 - $200,135.4,0,1,Urban,0,Web,Mens E-Mail,3
62323,2,3) $200 - $350,218.91,1,0,Surburban,1,Phone,Womens E-Mail,4
62324,3,4) $350 - $500,358.35,1,0,Surburban,1,Multichannel,Mens E-Mail,2
62325,5,4) $350 - $500,380.6,0,1,Rural,0,Phone,Womens E-Mail,1
62326,7,"7) $1,000 +",1067.79,1,1,Surburban,1,Web,No E-Mail,11
62327,5,3) $200 - $350,279.91,1,0,Urban,0,Multichannel,Womens E-Mail,4
62328,6,1) $0 - $100,74.22,1,0,Urban,1,Web,No E-Mail,6
62329,1,2) $100 - $200,119.94,0,1,Surburban,1,Phone,Mens E-Mail,3
62330,2,4) $350 - $500,499.62,0,1,Rural,1,Phone,Mens E-Mail,3
62331,1,2) $100 - $200,196.58,0,1,Surburban,0,Web,No E-Mail,5
62332,10,1) $0 - $100,46.06,0,1,Surburban,0,Web,Womens E-Mail,1
62333,1,1) $0 - $100,40.02,0,1,Surburban,1,Phone,No E-Mail,5
62334,4,2) $100 - $200,110.43,1,0,Rural,0,Web,Womens E-Mail,4
62335,2,5) $500 - $750,574.39,0,1,Rural,1,Multichannel,Mens E-Mail,3
62336,5,2) $100 - $200,196.36,1,0,Surburban,0,Web,Womens E-Mail,4
62337,10,5) $500 - $750,671.11,1,1,Urban,1,Phone,Womens E-Mail,5
62338,5,1) $0 - $100,46.92,0,1,Surburban,0,Phone,No E-Mail,5
62339,2,3) $200 - $350,257.05,0,1,Surburban,0,Web,No E-Mail,5
62340,2,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5
62341,8,3) $200 - $350,331.73,1,0,Surburban,0,Multichannel,Womens E-Mail,4
62342,11,3) $200 - $350,336.64,0,1,Rural,0,Phone,No E-Mail,5
62343,8,1) $0 - $100,43.67,0,1,Surburban,0,Web,No E-Mail,5
62344,7,2) $100 - $200,145.43,0,1,Surburban,0,Phone,Womens E-Mail,1
62345,3,5) $500 - $750,504.14,0,1,Urban,1,Multichannel,Womens E-Mail,1
62346,10,3) $200 - $350,301.35,0,1,Urban,0,Web,Mens E-Mail,3
62347,9,4) $350 - $500,427.55,1,0,Rural,0,Multichannel,Mens E-Mail,2
62348,6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,6
62349,2,5) $500 - $750,533.32,1,0,Rural,1,Web,No E-Mail,6
62350,4,2) $100 - $200,187.41,0,1,Surburban,1,Web,Mens E-Mail,3
62351,9,1) $0 - $100,71.22,0,1,Surburban,1,Web,Mens E-Mail,3
62352,9,3) $200 - $350,266.74,1,0,Urban,0,Multichannel,Womens E-Mail,4
62353,2,1) $0 - $100,74.92,1,0,Urban,0,Web,Mens E-Mail,2
62354,3,1) $0 - $100,75.59,0,1,Surburban,0,Phone,Womens E-Mail,1
62355,1,5) $500 - $750,669.66,0,1,Surburban,1,Web,No E-Mail,5
62356,4,3) $200 - $350,314.43,0,1,Urban,0,Phone,Mens E-Mail,3
62357,3,2) $100 - $200,120.26,0,1,Surburban,1,Phone,Womens E-Mail,1
62358,8,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1
62359,12,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3
62360,3,4) $350 - $500,364.49,0,1,Urban,0,Web,Mens E-Mail,3
62361,10,2) $100 - $200,132.44,0,1,Surburban,1,Web,No E-Mail,5
