ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
62039,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0185
62040,3,"6) $750 - $1,000",789.54,1,1,Surburban,1,Phone,Womens E-Mail,5,1,0.9874
62041,3,4) $350 - $500,458.72,1,1,Urban,0,Multichannel,Mens E-Mail,5,1,0.8699
62042,4,1) $0 - $100,87.93,0,1,Surburban,1,Web,No E-Mail,5,0,0.0351
62043,9,2) $100 - $200,119,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0239
62044,6,1) $0 - $100,62.4,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0528
62045,5,"7) $1,000 +",1116.61,0,1,Urban,1,Multichannel,No E-Mail,5,1,0.9999
62046,2,4) $350 - $500,384.04,1,0,Urban,0,Web,No E-Mail,6,0,0.1127
62047,8,1) $0 - $100,58.47,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0023
62048,1,3) $200 - $350,341.65,1,1,Rural,0,Phone,No E-Mail,11,1,0.9616
62049,9,2) $100 - $200,127.95,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0179
62050,9,1) $0 - $100,77.43,0,1,Urban,0,Phone,No E-Mail,5,0,0.0072
62051,12,2) $100 - $200,158.63,0,1,Urban,0,Web,No E-Mail,5,0,0.0058
62052,1,3) $200 - $350,323.88,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.3694
62053,5,"6) $750 - $1,000",807.18,1,0,Urban,1,Multichannel,Womens E-Mail,4,1,0.9312
62054,5,3) $200 - $350,223.58,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0384
62055,7,5) $500 - $750,524.78,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.2954
62056,5,2) $100 - $200,176.59,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0891
62057,1,1) $0 - $100,91.71,0,1,Urban,1,Phone,No E-Mail,5,0,0.0641
62058,7,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0627
62059,3,3) $200 - $350,323.29,0,1,Urban,0,Phone,No E-Mail,5,0,0.1587
62060,10,2) $100 - $200,179.13,0,1,Surburban,0,Web,No E-Mail,5,0,0.0113
62061,12,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.0004
62062,1,"6) $750 - $1,000",755.52,1,0,Urban,1,Phone,Womens E-Mail,4,1,0.9466
62063,4,4) $350 - $500,438.69,1,1,Surburban,0,Multichannel,Womens E-Mail,5,1,0.6566
62064,2,2) $100 - $200,184.31,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0098
62065,10,1) $0 - $100,63.88,1,0,Urban,0,Phone,No E-Mail,6,0,0.0008
62066,8,1) $0 - $100,88.95,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.021
62067,6,3) $200 - $350,237.08,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.1135
62068,5,2) $100 - $200,136.11,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.087
62069,10,2) $100 - $200,137.06,1,0,Rural,1,Phone,No E-Mail,6,0,0.0015
62070,2,3) $200 - $350,299.66,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.1437
62071,3,"6) $750 - $1,000",952.45,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.998
62072,8,3) $200 - $350,251.56,1,0,Urban,0,Web,Mens E-Mail,2,0,0.1086
62073,3,1) $0 - $100,76.83,0,1,Urban,1,Web,Womens E-Mail,1,0,0.2209
62074,2,1) $0 - $100,31.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.1261
62075,3,4) $350 - $500,430.63,1,1,Urban,0,Multichannel,Mens E-Mail,5,1,0.8658
62076,9,3) $200 - $350,320.85,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0584
62077,5,2) $100 - $200,183.92,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.1561
62078,9,2) $100 - $200,187.98,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0256
62079,3,2) $100 - $200,131.82,1,0,Rural,0,Web,Womens E-Mail,4,0,0.1323
62080,3,3) $200 - $350,269.69,1,1,Surburban,0,Web,Mens E-Mail,5,1,0.5147
62081,2,1) $0 - $100,75.26,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.2179
62082,10,1) $0 - $100,55.61,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0033
62083,2,3) $200 - $350,321.26,0,1,Rural,0,Phone,Womens E-Mail,1,1,0.684
62084,4,4) $350 - $500,427.13,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.6412
62085,6,5) $500 - $750,503.48,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.2171
62086,1,5) $500 - $750,674.02,1,1,Urban,1,Web,Mens E-Mail,5,1,0.7234
62087,3,5) $500 - $750,597.89,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,0.746
62088,9,2) $100 - $200,184.15,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0273
62089,11,2) $100 - $200,193.82,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0166
62090,8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0054
62091,4,3) $200 - $350,210.56,1,0,Urban,1,Web,No E-Mail,6,0,0.0091
62092,3,2) $100 - $200,129.85,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0084
62093,10,3) $200 - $350,240.49,1,1,Surburban,0,Phone,Womens E-Mail,5,0,0.0374
62094,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0357
62095,3,5) $500 - $750,640.97,1,1,Urban,1,Multichannel,Mens E-Mail,5,1,0.7585
62096,4,1) $0 - $100,52.62,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0234
62097,1,5) $500 - $750,711.96,0,1,Rural,1,Multichannel,No E-Mail,5,1,0.8009
62098,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0336
62099,4,5) $500 - $750,688.28,1,0,Rural,1,Multichannel,Womens E-Mail,4,0,0.3481
62100,5,2) $100 - $200,191.75,1,0,Urban,0,Phone,No E-Mail,6,0,0.0028
62101,12,5) $500 - $750,645.36,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0064
62102,10,1) $0 - $100,80.42,0,1,Urban,1,Web,No E-Mail,5,0,0.0075
62103,4,4) $350 - $500,465.89,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.5643
62104,11,4) $350 - $500,365.56,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0886
62105,6,1) $0 - $100,81.77,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0028
62106,10,1) $0 - $100,94.31,1,0,Urban,0,Web,Womens E-Mail,4,0,0.005
62107,7,2) $100 - $200,110.19,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0105
62108,3,3) $200 - $350,215.46,1,0,Rural,0,Web,No E-Mail,6,0,0.0857
62109,5,1) $0 - $100,52.64,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0107
62110,5,3) $200 - $350,310.33,1,1,Surburban,0,Web,Womens E-Mail,5,0,0.1903
62111,4,3) $200 - $350,239.07,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.1979
62112,6,1) $0 - $100,81.12,0,1,Urban,1,Phone,No E-Mail,5,0,0.0159
62113,2,2) $100 - $200,128.51,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.2641
62114,10,2) $100 - $200,149.38,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0264
62115,1,3) $200 - $350,273.39,1,1,Surburban,1,Multichannel,No E-Mail,11,1,0.9382
62116,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,6,0,0.0002
62117,3,1) $0 - $100,73.82,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0057
62118,11,2) $100 - $200,181.59,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0008
62119,6,1) $0 - $100,36.63,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.1992
62120,5,2) $100 - $200,107.61,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0027
62121,5,1) $0 - $100,54.13,0,1,Surburban,0,Web,No E-Mail,5,0,0.0395
62122,4,5) $500 - $750,710.92,1,1,Urban,1,Phone,Mens E-Mail,5,0,0.3593
62123,3,3) $200 - $350,298.37,1,1,Urban,0,Multichannel,Mens E-Mail,5,1,0.6504
62124,2,3) $200 - $350,201.68,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.4087
62125,1,4) $350 - $500,419.87,1,1,Urban,0,Phone,Mens E-Mail,5,1,0.7535
62126,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0391
62127,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3328
62128,2,5) $500 - $750,510.05,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.1681
62129,6,1) $0 - $100,72.61,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.1142
62130,1,1) $0 - $100,79.65,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.029
62131,1,1) $0 - $100,55.42,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0462
62132,9,1) $0 - $100,38.57,0,1,Surburban,1,Web,No E-Mail,5,0,0.0077
62133,7,1) $0 - $100,61.94,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0763
62134,5,4) $350 - $500,458.37,0,1,Surburban,0,Web,No E-Mail,5,0,0.2616
62135,1,1) $0 - $100,42.84,1,0,Urban,0,Phone,No E-Mail,6,0,0.0117
62136,7,3) $200 - $350,338.82,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1617
62137,9,2) $100 - $200,123.11,0,1,Urban,1,Web,No E-Mail,5,0,0.0074
62138,7,4) $350 - $500,352.87,0,1,Urban,0,Multichannel,Mens E-Mail,3,1,0.6234
62139,9,2) $100 - $200,128.5,0,1,Surburban,1,Web,No E-Mail,5,0,0.0075
62140,3,3) $200 - $350,235.28,0,1,Surburban,1,Phone,No E-Mail,5,0,0.1047
62141,6,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,3,0,0.3625
62142,7,3) $200 - $350,200.46,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0099
62143,11,1) $0 - $100,69.09,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0166
62144,10,3) $200 - $350,334.55,0,1,Rural,0,Web,Mens E-Mail,3,0,0.2879
62145,4,2) $100 - $200,102.69,1,0,Urban,0,Web,No E-Mail,6,0,0.0059
62146,6,1) $0 - $100,53.79,0,1,Rural,1,Phone,Womens E-Mail,1,0,0.1399
62147,9,3) $200 - $350,260.78,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0669
62148,6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6,0,0.003
62149,1,4) $350 - $500,463.97,0,1,Surburban,0,Multichannel,Womens E-Mail,1,1,0.8996
62150,1,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.1467
62151,1,3) $200 - $350,230.99,1,0,Urban,0,Multichannel,No E-Mail,6,0,0.0709
62152,1,4) $350 - $500,383.76,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.2642
62153,11,2) $100 - $200,194.41,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0008
62154,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0518
62155,11,3) $200 - $350,289.54,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0031
62156,2,3) $200 - $350,314.27,1,1,Rural,0,Web,Mens E-Mail,5,1,0.783
62157,2,4) $350 - $500,493.15,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.3869
62158,3,1) $0 - $100,56,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.167
62159,2,"7) $1,000 +",1196,0,1,Surburban,1,Phone,Womens E-Mail,1,1,1
62160,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.002
62161,8,3) $200 - $350,240.37,1,0,Surburban,1,Multichannel,Mens E-Mail,2,0,0.122
62162,1,3) $200 - $350,273.27,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.3876
62163,10,1) $0 - $100,89.57,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.016
62164,8,1) $0 - $100,40.35,0,1,Urban,1,Phone,No E-Mail,5,0,0.0053
62165,5,2) $100 - $200,113.39,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0813
62166,4,2) $100 - $200,184.63,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.1032
62167,4,3) $200 - $350,303.22,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0546
62168,12,1) $0 - $100,54.04,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0283
62169,2,"7) $1,000 +",1156.08,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,1
62170,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0185
62171,9,3) $200 - $350,280.04,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0119
62172,9,3) $200 - $350,246.26,1,1,Rural,1,Phone,Womens E-Mail,5,0,0.0701
62173,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0185
62174,12,1) $0 - $100,76.18,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.0143
62175,8,2) $100 - $200,191.32,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0053
62176,1,4) $350 - $500,395.22,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.2667
62177,1,5) $500 - $750,626.76,0,1,Rural,1,Multichannel,Womens E-Mail,1,1,0.9215
62178,2,2) $100 - $200,142.7,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0358
62179,8,2) $100 - $200,101.15,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0281
62180,1,"6) $750 - $1,000",806.22,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.9968
62181,1,5) $500 - $750,632.62,1,1,Urban,1,Multichannel,Mens E-Mail,5,1,0.8075
62182,3,1) $0 - $100,49.72,1,0,Urban,1,Web,Mens E-Mail,2,0,0.2437
62183,11,3) $200 - $350,227.98,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0029
62184,3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.1498
62185,6,3) $200 - $350,226.52,1,0,Surburban,0,Phone,Mens E-Mail,2,0,0.1832
62186,5,1) $0 - $100,35.5,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0896
62187,9,4) $350 - $500,357.45,1,1,Rural,0,Phone,No E-Mail,11,1,0.8426
62188,3,2) $100 - $200,178.95,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.2295
62189,5,1) $0 - $100,37.18,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0115
62190,8,4) $350 - $500,492.15,0,1,Urban,0,Web,Womens E-Mail,1,0,0.2938
62191,5,5) $500 - $750,655.89,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.2908
62192,10,4) $350 - $500,397.06,0,1,Urban,0,Web,Womens E-Mail,1,0,0.2416
62193,2,3) $200 - $350,250.13,0,1,Surburban,0,Web,Mens E-Mail,3,1,0.6188
62194,12,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,5,0,0.0105
62195,12,3) $200 - $350,252.59,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0455
62196,2,3) $200 - $350,206.5,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.5615
62197,1,3) $200 - $350,219.25,0,1,Surburban,0,Phone,No E-Mail,5,0,0.1938
62198,9,2) $100 - $200,110.99,0,1,Rural,1,Web,No E-Mail,5,0,0.0212
62199,7,3) $200 - $350,221.85,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.1891
62200,5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0028
62201,2,4) $350 - $500,486.42,1,1,Surburban,0,Multichannel,Mens E-Mail,5,1,0.8888
62202,3,2) $100 - $200,141.66,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.1612
62203,9,1) $0 - $100,65.3,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
62204,9,1) $0 - $100,75.8,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0228
62205,10,2) $100 - $200,110.67,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0373
62206,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,6,0,0.0046
62207,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0228
62208,9,2) $100 - $200,150.62,0,1,Surburban,1,Web,No E-Mail,5,0,0.0075
62209,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0026
62210,1,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0.3701
62211,1,1) $0 - $100,87.69,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0692
62212,12,3) $200 - $350,269.35,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0465
62213,3,3) $200 - $350,277.39,1,0,Urban,0,Web,Womens E-Mail,4,0,0.1131
62214,3,1) $0 - $100,43.51,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.167
62215,2,3) $200 - $350,286.5,1,1,Surburban,0,Web,Mens E-Mail,5,1,0.5501
62216,9,2) $100 - $200,170.72,0,1,Urban,0,Web,No E-Mail,5,0,0.0114
62217,4,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0153
62218,9,3) $200 - $350,214.18,1,0,Urban,0,Web,No E-Mail,6,0,0.003
62219,4,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2,0,0.1239
62220,1,"6) $750 - $1,000",938.34,0,1,Surburban,1,Phone,Womens E-Mail,1,1,0.9957
62221,10,2) $100 - $200,129.44,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0342
62222,12,1) $0 - $100,79.15,0,1,Surburban,0,Web,No E-Mail,5,0,0.006
62223,5,3) $200 - $350,228.23,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0255
62224,3,4) $350 - $500,412.44,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.2127
62225,4,2) $100 - $200,108.43,1,0,Urban,1,Web,No E-Mail,6,0,0.0039
62226,7,1) $0 - $100,42.86,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0111
62227,12,1) $0 - $100,40.41,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0003
62228,2,3) $200 - $350,225.2,0,1,Surburban,1,Web,Mens E-Mail,3,1,0.5112
62229,1,4) $350 - $500,362.3,1,1,Urban,0,Phone,No E-Mail,11,1,0.9637
62230,1,"6) $750 - $1,000",807.58,1,0,Rural,1,Web,No E-Mail,6,1,0.9614
62231,3,2) $100 - $200,125.82,1,0,Urban,1,Web,Womens E-Mail,4,0,0.033
62232,6,2) $100 - $200,127.42,1,0,Urban,0,Web,Mens E-Mail,2,0,0.1323
62233,1,1) $0 - $100,48.85,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0955
62234,10,2) $100 - $200,108.54,0,1,Urban,0,Web,No E-Mail,5,0,0.011
62235,4,1) $0 - $100,84.52,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0155
62236,12,1) $0 - $100,77.47,0,1,Rural,0,Phone,No E-Mail,5,0,0.0105
62237,11,2) $100 - $200,154.46,1,0,Surburban,0,Web,No E-Mail,6,0,0.0005
62238,10,2) $100 - $200,177.75,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.003
62239,5,3) $200 - $350,282.76,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.3471
62240,9,1) $0 - $100,81.95,1,0,Rural,0,Phone,Mens E-Mail,2,0,0.077
62241,9,2) $100 - $200,153.35,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0033
62242,2,4) $350 - $500,411.1,0,1,Rural,0,Multichannel,Womens E-Mail,1,1,0.9531
62243,11,1) $0 - $100,29.99,0,1,Rural,1,Web,Mens E-Mail,3,0,0.0433
62244,6,2) $100 - $200,189.93,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0831
62245,8,3) $200 - $350,273.93,0,1,Rural,1,Web,Womens E-Mail,1,0,0.1717
62246,11,4) $350 - $500,409.87,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.1922
62247,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.0115
62248,5,2) $100 - $200,137.58,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.1621
62249,7,3) $200 - $350,231.77,1,0,Urban,0,Multichannel,No E-Mail,6,0,0.0114
62250,8,2) $100 - $200,184.24,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0308
62251,5,1) $0 - $100,64.28,1,0,Urban,0,Web,No E-Mail,6,0,0.0046
62252,8,1) $0 - $100,89.98,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.0412
62253,11,1) $0 - $100,80.46,0,1,Surburban,0,Phone,No E-Mail,5,0,0.003
62254,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.2709
62255,12,1) $0 - $100,42.65,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0125
62256,9,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.034
62257,3,3) $200 - $350,316.38,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.3933
62258,10,1) $0 - $100,51.88,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0158
62259,2,1) $0 - $100,60.22,1,0,Surburban,1,Web,No E-Mail,6,0,0.0105
62260,9,1) $0 - $100,34.7,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0298
62261,8,1) $0 - $100,34.1,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0023
62262,8,3) $200 - $350,249.33,0,1,Urban,1,Phone,No E-Mail,5,0,0.0123
62263,1,2) $100 - $200,136.59,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0443
62264,1,1) $0 - $100,31.35,0,1,Rural,0,Phone,No E-Mail,5,0,0.2336
62265,5,2) $100 - $200,194.52,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0069
62266,1,5) $500 - $750,745.35,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.3927
62267,5,4) $350 - $500,403.82,1,1,Surburban,1,Phone,No E-Mail,11,1,0.8147
62268,5,3) $200 - $350,317.88,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0415
62269,9,2) $100 - $200,110.72,0,1,Urban,0,Web,No E-Mail,5,0,0.0112
62270,5,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0842
62271,9,2) $100 - $200,178.98,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
62272,8,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,6,0,0.001
62273,6,2) $100 - $200,136.32,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.0859
62274,1,1) $0 - $100,88.81,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.3734
62275,6,2) $100 - $200,107.65,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0811
62276,4,1) $0 - $100,58.21,1,0,Surburban,0,Web,No E-Mail,6,0,0.0062
62277,4,3) $200 - $350,245.65,0,1,Rural,0,Web,Mens E-Mail,3,1,0.6428
62278,5,4) $350 - $500,373,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.4521
62279,1,4) $350 - $500,362.93,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.3937
62280,8,3) $200 - $350,308.88,1,0,Surburban,0,Multichannel,Mens E-Mail,2,0,0.1826
62281,4,5) $500 - $750,746.79,1,1,Urban,1,Multichannel,No E-Mail,11,1,0.9407
62282,11,2) $100 - $200,124.46,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0226
62283,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.3392
62284,9,1) $0 - $100,50.22,1,0,Urban,0,Phone,No E-Mail,6,0,0.0008
62285,12,1) $0 - $100,48.6,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0132
62286,1,4) $350 - $500,443.12,1,0,Urban,0,Phone,No E-Mail,6,0,0.0906
62287,3,5) $500 - $750,502.1,1,1,Rural,1,Phone,No E-Mail,11,1,0.9597
62288,3,2) $100 - $200,126.45,0,1,Surburban,1,Web,No E-Mail,5,0,0.0741
62289,1,4) $350 - $500,362.28,0,1,Urban,0,Phone,Womens E-Mail,1,1,0.7356
62290,11,1) $0 - $100,62.56,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0144
62291,2,5) $500 - $750,561.13,0,1,Surburban,1,Web,No E-Mail,5,0,0.3365
62292,12,2) $100 - $200,145.51,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0198
62293,2,"7) $1,000 +",1280.14,1,1,Rural,1,Phone,Mens E-Mail,5,1,1
62294,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0185
62295,11,3) $200 - $350,323.52,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0052
62296,7,1) $0 - $100,38.25,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0478
62297,3,5) $500 - $750,585.93,1,0,Urban,1,Phone,Mens E-Mail,2,1,0.5263
62298,1,4) $350 - $500,495.72,1,0,Urban,0,Phone,Mens E-Mail,2,1,0.7885
62299,6,5) $500 - $750,625.48,1,1,Surburban,1,Web,Mens E-Mail,5,0,0.3627
62300,3,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,6,0,0.0263
62301,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.2122
62302,1,2) $100 - $200,142,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.2088
62303,1,4) $350 - $500,394.94,0,1,Urban,1,Multichannel,Mens E-Mail,3,1,0.882
62304,12,2) $100 - $200,107.16,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.012
62305,4,2) $100 - $200,102.71,0,1,Surburban,1,Web,No E-Mail,5,0,0.0337
62306,3,1) $0 - $100,75.25,0,1,Urban,0,Web,Mens E-Mail,3,0,0.3784
62307,1,1) $0 - $100,42.04,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.1162
62308,3,3) $200 - $350,257.96,1,0,Surburban,0,Web,Mens E-Mail,2,1,0.5374
62309,5,3) $200 - $350,288.1,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0253
62310,1,1) $0 - $100,56.65,0,1,Surburban,1,Web,No E-Mail,5,0,0.101
62311,10,5) $500 - $750,517.62,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.1015
62312,11,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0144
62313,4,"6) $750 - $1,000",942.83,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.9931
62314,8,2) $100 - $200,194.31,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0035
62315,1,5) $500 - $750,515.72,1,1,Urban,1,Phone,Womens E-Mail,5,0,0.4463
62316,6,2) $100 - $200,123.16,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.1335
62317,8,1) $0 - $100,36.88,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.0706
62318,7,4) $350 - $500,390.47,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.4483
